2	9
3	18
4	29
5	42
6	57
7	74
8	93
9	114
10	137
11	162
12	189
13	218
14	249
15	282
16	317
17	354
18	393
19	434
20	477
21	522
22	569
23	618
24	669
25	722
26	777
27	834
28	893
29	954
30	1017
31	1082
32	1149
33	1218
34	1289
35	1362
36	1437
37	1514
38	1593
39	1674
40	1757
41	1842
42	1929
43	2018
44	2109
45	2202
46	2297
47	2394
48	2493
49	2594
50	2697
51	2802
52	2909
53	3018
54	3129
55	3242
56	3357
57	3474
58	3593
59	3714
60	3837
61	3962
62	4089
63	4218
64	4349
65	4482
66	4617
67	4754
68	4893
69	5034
70	5177
71	5322
72	5469
73	5618
74	5769
75	5922
76	6077
77	6234
78	6393
79	6554
80	6717
81	6882
82	7049
83	7218
84	7389
85	7562
86	7737
87	7914
88	8093
89	8274
90	8457
91	8642
92	8829
93	9018
94	9209
95	9402
96	9597
97	9794
98	9993
99	10194
100	10397
101	10602
102	10809
103	11018
104	11229
105	11442
106	11657
107	11874
108	12093
109	12314
110	12537
111	12762
112	12989
113	13218
114	13449
115	13682
116	13917
117	14154
118	14393
119	14634
120	14877
121	15122
122	15369
123	15618
124	15869
125	16122
126	16377
127	16634
128	16893
129	17154
130	17417
131	17682
132	17949
133	18218
134	18489
135	18762
136	19037
137	19314
138	19593
139	19874
140	20157
141	20442
142	20729
143	21018
144	21309
145	21602
146	21897
147	22194
148	22493
149	22794
150	23097
151	23402
152	23709
153	24018
154	24329
155	24642
156	24957
157	25274
158	25593
159	25914
160	26237
161	26562
162	26889
163	27218
164	27549
165	27882
166	28217
167	28554
168	28893
169	29234
170	29577
171	29922
172	30269
173	30618
174	30969
175	31322
176	31677
177	32034
178	32393
179	32754
180	33117
181	33482
182	33849
183	34218
184	34589
185	34962
186	35337
187	35714
188	36093
189	36474
190	36857
191	37242
192	37629
193	38018
194	38409
195	38802
196	39197
197	39594
198	39993
199	40394
200	40797
201	41202
202	41609
203	42018
204	42429
205	42842
206	43257
207	43674
208	44093
209	44514
210	44937
211	45362
212	45789
213	46218
214	46649
215	47082
216	47517
217	47954
218	48393
219	48834
220	49277
221	49722
222	50169
223	50618
224	51069
225	51522
226	51977
227	52434
228	52893
229	53354
230	53817
231	54282
232	54749
233	55218
234	55689
235	56162
236	56637
237	57114
238	57593
239	58074
240	58557
241	59042
242	59529
243	60018
244	60509
245	61002
246	61497
247	61994
248	62493
249	62994
250	63497
251	64002
252	64509
253	65018
254	65529
255	66042
256	66557
257	67074
258	67593
259	68114
260	68637
261	69162
262	69689
263	70218
264	70749
265	71282
266	71817
267	72354
268	72893
269	73434
270	73977
271	74522
272	75069
273	75618
274	76169
275	76722
276	77277
277	77834
278	78393
279	78954
280	79517
281	80082
282	80649
283	81218
284	81789
285	82362
286	82937
287	83514
288	84093
289	84674
290	85257
291	85842
292	86429
293	87018
294	87609
295	88202
296	88797
297	89394
298	89993
299	90594
300	91197
301	91802
302	92409
303	93018
304	93629
305	94242
306	94857
307	95474
308	96093
309	96714
310	97337
311	97962
312	98589
313	99218
314	99849
315	100482
316	101117
317	101754
318	102393
319	103034
320	103677
321	104322
322	104969
323	105618
324	106269
325	106922
326	107577
327	108234
328	108893
329	109554
330	110217
331	110882
332	111549
333	112218
334	112889
335	113562
336	114237
337	114914
338	115593
339	116274
340	116957
341	117642
342	118329
343	119018
344	119709
345	120402
346	121097
347	121794
348	122493
349	123194
350	123897
351	124602
352	125309
353	126018
354	126729
355	127442
356	128157
357	128874
358	129593
359	130314
360	131037
361	131762
362	132489
363	133218
364	133949
365	134682
366	135417
367	136154
368	136893
369	137634
370	138377
371	139122
372	139869
373	140618
374	141369
375	142122
376	142877
377	143634
378	144393
379	145154
380	145917
381	146682
382	147449
383	148218
384	148989
385	149762
386	150537
387	151314
388	152093
389	152874
390	153657
391	154442
392	155229
393	156018
394	156809
395	157602
396	158397
397	159194
398	159993
399	160794
400	161597
401	162402
402	163209
403	164018
404	164829
405	165642
406	166457
407	167274
408	168093
409	168914
410	169737
411	170562
412	171389
413	172218
414	173049
415	173882
416	174717
417	175554
418	176393
419	177234
420	178077
421	178922
422	179769
423	180618
424	181469
425	182322
426	183177
427	184034
428	184893
429	185754
430	186617
431	187482
432	188349
433	189218
434	190089
435	190962
436	191837
437	192714
438	193593
439	194474
440	195357
441	196242
442	197129
443	198018
444	198909
445	199802
446	200697
447	201594
448	202493
449	203394
450	204297
451	205202
452	206109
453	207018
454	207929
455	208842
456	209757
457	210674
458	211593
459	212514
460	213437
461	214362
462	215289
463	216218
464	217149
465	218082
466	219017
467	219954
468	220893
469	221834
470	222777
471	223722
472	224669
473	225618
474	226569
475	227522
476	228477
477	229434
478	230393
479	231354
480	232317
481	233282
482	234249
483	235218
484	236189
485	237162
486	238137
487	239114
488	240093
489	241074
490	242057
491	243042
492	244029
493	245018
494	246009
495	247002
496	247997
497	248994
498	249993
499	250994
500	251997
501	253002
502	254009
503	255018
504	256029
505	257042
506	258057
507	259074
508	260093
509	261114
510	262137
511	263162
512	264189
513	265218
514	266249
515	267282
516	268317
517	269354
518	270393
519	271434
520	272477
521	273522
522	274569
523	275618
524	276669
525	277722
526	278777
527	279834
528	280893
529	281954
530	283017
531	284082
532	285149
533	286218
534	287289
535	288362
536	289437
537	290514
538	291593
539	292674
540	293757
541	294842
542	295929
543	297018
544	298109
545	299202
546	300297
547	301394
548	302493
549	303594
550	304697
551	305802
552	306909
553	308018
554	309129
555	310242
556	311357
557	312474
558	313593
559	314714
560	315837
561	316962
562	318089
563	319218
564	320349
565	321482
566	322617
567	323754
568	324893
569	326034
570	327177
571	328322
572	329469
573	330618
574	331769
575	332922
576	334077
577	335234
578	336393
579	337554
580	338717
581	339882
582	341049
583	342218
584	343389
585	344562
586	345737
587	346914
588	348093
589	349274
590	350457
591	351642
592	352829
593	354018
594	355209
595	356402
596	357597
597	358794
598	359993
599	361194
600	362397
601	363602
602	364809
603	366018
604	367229
605	368442
606	369657
607	370874
608	372093
609	373314
610	374537
611	375762
612	376989
613	378218
614	379449
615	380682
616	381917
617	383154
618	384393
619	385634
620	386877
621	388122
622	389369
623	390618
624	391869
625	393122
626	394377
627	395634
628	396893
629	398154
630	399417
631	400682
632	401949
633	403218
634	404489
635	405762
636	407037
637	408314
638	409593
639	410874
640	412157
641	413442
642	414729
643	416018
644	417309
645	418602
646	419897
647	421194
648	422493
649	423794
650	425097
651	426402
652	427709
653	429018
654	430329
655	431642
656	432957
657	434274
658	435593
659	436914
660	438237
661	439562
662	440889
663	442218
664	443549
665	444882
666	446217
667	447554
668	448893
669	450234
670	451577
671	452922
672	454269
673	455618
674	456969
675	458322
676	459677
677	461034
678	462393
679	463754
680	465117
681	466482
682	467849
683	469218
684	470589
685	471962
686	473337
687	474714
688	476093
689	477474
690	478857
691	480242
692	481629
693	483018
694	484409
695	485802
696	487197
697	488594
698	489993
699	491394
700	492797
701	494202
702	495609
703	497018
704	498429
705	499842
706	501257
707	502674
708	504093
709	505514
710	506937
711	508362
712	509789
713	511218
714	512649
715	514082
716	515517
717	516954
718	518393
719	519834
720	521277
721	522722
722	524169
723	525618
724	527069
725	528522
726	529977
727	531434
728	532893
729	534354
730	535817
731	537282
732	538749
733	540218
734	541689
735	543162
736	544637
737	546114
738	547593
739	549074
740	550557
741	552042
742	553529
743	555018
744	556509
745	558002
746	559497
747	560994
748	562493
749	563994
750	565497
751	567002
752	568509
753	570018
754	571529
755	573042
756	574557
757	576074
758	577593
759	579114
760	580637
761	582162
762	583689
763	585218
764	586749
765	588282
766	589817
767	591354
768	592893
769	594434
770	595977
771	597522
772	599069
773	600618
774	602169
775	603722
776	605277
777	606834
778	608393
779	609954
780	611517
781	613082
782	614649
783	616218
784	617789
785	619362
786	620937
787	622514
788	624093
789	625674
790	627257
791	628842
792	630429
793	632018
794	633609
795	635202
796	636797
797	638394
798	639993
799	641594
800	643197
801	644802
802	646409
803	648018
804	649629
805	651242
806	652857
807	654474
808	656093
809	657714
810	659337
811	660962
812	662589
813	664218
814	665849
815	667482
816	669117
817	670754
818	672393
819	674034
820	675677
821	677322
822	678969
823	680618
824	682269
825	683922
826	685577
827	687234
828	688893
829	690554
830	692217
831	693882
832	695549
833	697218
834	698889
835	700562
836	702237
837	703914
838	705593
839	707274
840	708957
841	710642
842	712329
843	714018
844	715709
845	717402
846	719097
847	720794
848	722493
849	724194
850	725897
851	727602
852	729309
853	731018
854	732729
855	734442
856	736157
857	737874
858	739593
859	741314
860	743037
861	744762
862	746489
863	748218
864	749949
865	751682
866	753417
867	755154
868	756893
869	758634
870	760377
871	762122
872	763869
873	765618
874	767369
875	769122
876	770877
877	772634
878	774393
879	776154
880	777917
881	779682
882	781449
883	783218
884	784989
885	786762
886	788537
887	790314
888	792093
889	793874
890	795657
891	797442
892	799229
893	801018
894	802809
895	804602
896	806397
897	808194
898	809993
899	811794
900	813597
901	815402
902	817209
903	819018
904	820829
905	822642
906	824457
907	826274
908	828093
909	829914
910	831737
911	833562
912	835389
913	837218
914	839049
915	840882
916	842717
917	844554
918	846393
919	848234
920	850077
921	851922
922	853769
923	855618
924	857469
925	859322
926	861177
927	863034
928	864893
929	866754
930	868617
931	870482
932	872349
933	874218
934	876089
935	877962
936	879837
937	881714
938	883593
939	885474
940	887357
941	889242
942	891129
943	893018
944	894909
945	896802
946	898697
947	900594
948	902493
949	904394
950	906297
951	908202
952	910109
953	912018
954	913929
955	915842
956	917757
957	919674
958	921593
959	923514
960	925437
961	927362
962	929289
963	931218
964	933149
965	935082
966	937017
967	938954
968	940893
969	942834
970	944777
971	946722
972	948669
973	950618
974	952569
975	954522
976	956477
977	958434
978	960393
979	962354
980	964317
981	966282
982	968249
983	970218
984	972189
985	974162
986	976137
987	978114
988	980093
989	982074
990	984057
991	986042
992	988029
993	990018
994	992009
